ad_ref,assembly,body,ad_city,color,engine_cc,fuel_type,make,mileage,model,registered,transmission,year,price
7879012,,Double Cabin,Islamabad,Black,2800,Diesel,Toyota,7000,Hilux,Islamabad,Automatic,,15100000
7827698,,Sedan,Karachi,Lunar Silver Metallic,1300,Petrol,Honda,119000,City,Karachi,Automatic,1905,3395000
7881633,,Crossover,Lahore,White,1500,Petrol,MG,37000,HS,Lahore,Automatic,1905,6685000
7902148,,Sedan,Gujrat,Super white,1798,Petrol,Toyota,15000,Corolla,Punjab,Automatic,1905,7285000
7928936,Imported,Double Cabin,Islamabad,Super White,2800,Diesel,Toyota,10500,Hilux,Sindh,Automatic,1905,14100000
7910790,Imported,Hatchback,Karachi,White,660,Petrol,Daihatsu,1178,Mira,Un-Registered,Automatic,1905,3890000
7904006,,SUV,Lahore,Fery Red,1999,Petrol,KIA,50000,Sportage,Lahore,Automatic,1905,6150000
7494603,,Hatchback,Islamabad,Grey,1200,Petrol,Suzuki,35000,Swift,Islamabad,Automatic,1905,4600000
7884486,,Sedan,Lahore,,1800,Petrol,Honda,97732,Civic,Lahore,Automatic,1905,2350000
7875879,Imported,Hatchback,Lahore,Turquoise,660,Petrol,Daihatsu,156419,Mira,Lahore,Automatic,1905,1950000
7781791,Imported,Sedan,Lahore,Blue,120,,Mercedes,563,Benz,Un-Registered,Automatic,,71500000
7928922,,Hatchback,Karachi,Mercury Blue,998,Petrol,KIA,38694,Picanto,Karachi,Automatic,1905,2700000
7915158,,SUV,Faisalabad,White,1999,Petrol,KIA,47136,Sportage,Islamabad,Automatic,1905,7100000
7858675,,,Lahore,Green,860,Petrol,Daihatsu,127727,Cuore,Lahore,Manual,1905,1250000
7623578,,Sedan,Lahore,Crystal Black,1800,Petrol,Honda,167992,Civic,Lahore,Automatic,1905,3350000
7903123,Imported,Micro Van,Multan,Silver,660,Petrol,Suzuki,19000,Every,Un-Registered,Automatic,1905,2875000
7929009,,Sedan,Sialkot,Attitude Black,1300,Petrol,Toyota,65500,Corolla,Lahore,Automatic,1905,4690000
7929002,,Sedan,Lahore,,1500,Petrol,Honda,128000,Civic,Lahore,Manual,1905,1430000
7929003,,Sedan,Toba,White,1300,Petrol,Toyota,66000,Corolla,Islamabad,Manual,1905,4025000
7918268,,Crossover,Lahore,Black,1200,Petrol,Peugeot,35000,2008,Punjab,Automatic,1905,7050000
7808668,,Double Cabin,Karachi,Attitude Black,2500,Diesel,Toyota,64000,Hilux,Karachi,Automatic,1905,
7804874,,Sedan,Karachi,Strong Blue,1300,Petrol,Toyota,30000,Corolla,Karachi,Automatic,1905,
7804859,Imported,Hatchback,Karachi,,660,Petrol,Suzuki,71000,Wagon,Karachi,Automatic,1905,
7858190,Imported,Double Cabin,Lahore,Black,3000,Diesel,Toyota,92000,Hilux,Karachi,Automatic,1905,5200000
7644470,,Sedan,Lahore,Taffeta White,1500,Petrol,Honda,41500,Civic,Lahore,Automatic,1905,6450000
7872837,,Sedan,Islamabad,Super White,1600,Petrol,Toyota,76435,Corolla,Islamabad,Automatic,1905,4900000
7922434,,Hatchback,Lahore,Graphite Grey,1000,Petrol,Suzuki,85000,Cultus,Lahore,Manual,1905,2210000
7903783,,SUV,Lahore,White,2000,Petrol,KIA,18500,Sportage,Lahore,Automatic,1905,6850000
7900848,Imported,Hatchback,Rawalpindi,White,660,Petrol,Suzuki,150000,Alto,Islamabad,Automatic,1905,2250000
7846680,,Sedan,Karachi,Lunar Silver Metallic,1800,Petrol,Honda,35000,Civic,Karachi,Automatic,1905,6200000
7897492,,Pick Up,Lahore,Attitude Black,2800,Diesel,Toyota,8500,Hilux,Islamabad,Automatic,1905,14900000
7874201,,Hatchback,Lahore,Solid White,660,Petrol,Suzuki,35758,Alto,Lahore,Automatic,1905,2850000
7887738,Imported,SUV,Lahore,White,3400,Petrol,Toyota,102203,Prado,Sindh,Automatic,1905,4700000
7878084,,Sedan,Lahore,Attitude Black,1300,Petrol,Toyota,27827,Yaris,Punjab,Automatic,1905,4650000
7882358,Imported,Hatchback,Lahore,Black,660,Petrol,Honda,19879,N,Un-Registered,Automatic,1905,3900000
7789321,,Sedan,Lahore,Taffeta White,1498,Petrol,Honda,29520,Civic,Punjab,Automatic,1905,9500000
7899772,,Sedan,Lahore,Crystal Black,1800,Petrol,Honda,87479,Civic,Lahore,Automatic,1905,5900000
7765822,,Sedan,Lahore,Graphite Grey,1800,Petrol,Toyota,191073,Corolla,Lahore,Manual,1905,4600000
7695569,Imported,Hatchback,Lahore,Pearl White III,660,Petrol,Daihatsu,34354,Move,Lahore,Automatic,1905,2900000
7722450,,Hatchback,Lahore,Black,660,Petrol,Daihatsu,25219,Move,Punjab,Automatic,1905,3875000
7756352,Imported,Hatchback,Lahore,Silver,660,Petrol,Daihatsu,114000,Mira,Punjab,Automatic,1905,2000000
7928999,,SUV,Haripur,White,1000,Petrol,Suzuki,91000,Potohar,Vehari,Manual,1905,1000000
7678017,,Sedan,Lahore,Metallic Grey,1300,Petrol,Honda,174980,City,Lahore,Manual,1905,2600000
7929000,,Hatchback,Multan,Noble White,796,Petrol,Prince,12000,Pearl,Punjab,Manual,1905,1450000
7917269,,Sedan,Islamabad,Beige,1800,Petrol,Honda,172000,Civic,Sindh,Manual,1905,2250000
7916640,,Sedan,Quetta,Super white,1798,Petrol,Toyota,61000,Corolla,Sindh,Automatic,1905,6300000
7923668,,Double Cabin,Islamabad,Blue,3000,Diesel,Toyota,205382,Hilux,Islamabad,Automatic,1905,5500000
7925200,,Hatchback,Islamabad,White,1000,Petrol,Suzuki,42500,Cultus,Islamabad,Automatic,1905,3260000
7871767,,Hatchback,Lahore,Solid White,1000,Petrol,Suzuki,500000,Cultus,Sindh,Manual,1905,750000
7923111,,Pick Up,Islamabad,Black,2800,Diesel,Toyota,35000,Hilux,Islamabad,Automatic,,15700000
7892813,,Compact SUV,Lahore,Silver,1500,Hybrid,Haval,650,H6,Lahore,Automatic,,13300000
7925158,,Mini Van,Islamabad,White,1000,Petrol,Changan,27000,Karvaan,Islamabad,Manual,1905,2650000
7913904,,Hatchback,Karachi,Graphite Grey,1000,Petrol,Suzuki,18865,Wagon,Karachi,Manual,1905,2480000
7900689,,Sedan,Lahore,,1800,Petrol,Honda,93000,Civic,Lahore,Automatic,1905,4600000
7861181,,Hatchback,Islamabad,White,800,Petrol,Suzuki,50000,Mehran,Rawalpindi,Manual,1905,695000
7925244,,Sedan,Mandi,Taffeta White,1800,Petrol,Honda,38000,Civic,Punjab,Automatic,1905,6850000
7781703,,Hatchback,Lahore,Black,658,Petrol,Daihatsu,94152,Move,Lahore,Automatic,1905,2100000
7909919,,Sedan,Lahore,Modern Steel Metallic,1800,Petrol,Honda,64151,Civic,Lahore,Automatic,1905,5749000
7858299,,Sedan,Lahore,Steller White,1500,Petrol,Changan,1160,Alsvin,Lahore,Automatic,1905,4800000
7894227,,Compact sedan,Lahore,Taffeta White,1497,Petrol,Honda,7141,City,Punjab,Automatic,1905,5500000
7839924,Imported,Sedan,Lahore,,2500,Petrol,BMW,135000,5,Lahore,Automatic,1905,4950000
7923009,,Sedan,Multan,White,1800,Petrol,Honda,81000,Civic,Islamabad,Automatic,1905,5950000
7591146,Imported,Crossover,Islamabad,White,1500,Petrol,MG,26000,HS,Islamabad,Automatic,1905,7300000
7928995,,Hatchback,Ahmed,White,800,Petrol,Suzuki,62000,Mehran,Lahore,Manual,1905,1390000
7745547,,Sedan,Lahore,Taffeta White,1300,Petrol,Honda,195612,City,Lahore,Manual,1905,1950000
7928994,,Sedan,Multan,,1300,Petrol,Toyota,130000,Corolla,Sindh,Manual,1905,2500000
7729119,,Sedan,Lahore,White,1300,Petrol,Toyota,260062,Corolla,Lahore,Manual,1905,1650000
7928996,Imported,,Islamabad,White,1300,Petrol,Toyota,140000,Vitz,Lahore,Automatic,1905,2400000
7925882,Imported,Micro Van,Rawalpindi,Silver,660,Petrol,Nissan,131800,Clipper,Islamabad,Automatic,1905,1280000
7925094,,Sedan,Karachi,Taffeta White,1300,Petrol,Honda,36000,City,Karachi,Manual,1905,3200000
7846554,,Hatchback,Karachi,Solid White,1240,Petrol,Suzuki,50,Swift,Karachi,Automatic,,4600000
7883569,,Sedan,Karachi,Super White,1500,Petrol,Toyota,30000,Yaris,Karachi,Automatic,1905,4425000
7922335,Imported,Hatchback,Nowshera,Silver,1000,Petrol,Toyota,100000,Vitz,Islamabad,Automatic,1905,1830000
7808797,Imported,SUV,Islamabad,White,2700,Petrol,Toyota,143000,Prado,Islamabad,Automatic,1905,
7899926,,Sedan,Islamabad,Lunar Silver Metallic,1800,Petrol,Honda,33000,Civic,Islamabad,Automatic,1905,5685000
7921749,,Sedan,Karachi,Grey,1300,Petrol,Toyota,74321,Corolla,Karachi,Manual,1905,2800000
7906650,Imported,Hatchback,Faisalabad,Black,1000,Petrol,Mitsubishi,150000,Mirage,Lahore,Automatic,1905,2395000
7798146,,Sedan,Lahore,Black,1500,Petrol,Honda,44005,City,Lahore,Automatic,1905,4200000
7893561,Imported,Hatchback,Lahore,Blue,1000,Petrol,Toyota,66000,Passo,Punjab,Automatic,1905,3275000
7877506,Imported,,Mardan,Black,1500,Hybrid,Toyota,108770,Sienta,Un-Registered,Automatic,1905,6600000
7900429,,Compact sedan,Lahore,Taffeta White,1200,Petrol,Honda,26566,City,Punjab,Manual,1905,4100000
7695625,,Hatchback,Lahore,Noble White,796,Petrol,Prince,1126,Pearl,Un-Registered,Manual,1905,1550000
7611409,,Mini Van,Lahore,Black,1000,Petrol,FAW,102111,X-PV,Lahore,Manual,1905,850000
7694356,,Sedan,Lahore,,1500,Petrol,Honda,94142,Civic,Lahore,Automatic,1905,1250000
7802440,,Sedan,Lahore,Steller White,1500,Petrol,Changan,20876,Alsvin,Punjab,Automatic,1905,3600000
7745000,,Sedan,Lahore,Attitude Black,1600,Petrol,Toyota,89516,Corolla,Lahore,Automatic,1905,4600000
7808187,,Sedan,Lahore,Modern Steel Metallic,1800,Petrol,Honda,25011,Civic,Punjab,Automatic,1905,6800000
7776334,,Hatchback,Karachi,Solid White,660,Petrol,Suzuki,56,Alto,Karachi,Automatic,,3100000
7872125,Imported,SUV,Lahore,,2700,Petrol,Toyota,95134,Prado,Lahore,Automatic,1905,25500000
7928985,Imported,Hatchback,Islamabad,White,1000,Petrol,Toyota,130000,Passo,Islamabad,Automatic,1905,2150000
7928988,,Hatchback,Rawalpindi,Blue,800,Petrol,Suzuki,100000,Mehran,Lahore,Manual,1905,750000
7898471,Imported,Hatchback,Lahore,Green,1000,Petrol,Toyota,28646,Passo,Un-Registered,Automatic,1905,4385000
7928986,,Sedan,Karachi,Grey,1600,Petrol,Honda,200000,Civic,Sindh,Automatic,1905,1290000
7908174,,Sedan,Islamabad,White,1600,Petrol,Toyota,75000,Corolla,Sindh,Automatic,1905,3350000
7610564,Imported,SUV,Jhang,Blue,3000,Diesel,Toyota,170000,Surf,Islamabad,Automatic,1905,3150000
7716941,Imported,SUV,Rawalpindi,White,2500,Diesel,Mitsubishi,185,Pajero,Punjab,Manual,,1150000
7901212,,Sedan,Lahore,Grey,1800,Petrol,Honda,48500,Civic,Lahore,Automatic,1905,6590000
7909788,,Sedan,Lahore,Taffeta White,1300,Petrol,Honda,54000,City,Punjab,Automatic,1905,3750000
7878013,Imported,,Islamabad,Grey,660,Petrol,Suzuki,128,Jimny,Islamabad,Manual,1905,2790000
7829015,,Double Cabin,Mandi,Attitude Black,2800,Diesel,Toyota,23000,Hilux,Un-Registered,Automatic,1905,12800000
7877468,,Sedan,Nawabshah,White,1300,Petrol,Toyota,25000,Yaris,Nawabshah,Automatic,1905,4450000
7921838,,Sedan,Islamabad,Super White,1598,Petrol,Toyota,5000,Corolla,Islamabad,Automatic,1905,7075000
7872684,,Hatchback,Karachi,Graphite Grey,660,Petrol,Suzuki,50,Alto,Karachi,Automatic,,3090000
7877300,,SUV,Islamabad,Attitude Black,2700,Petrol,Toyota,54000,Fortuner,Islamabad,Automatic,1905,13200000
7685778,,Sedan,Lahore,Dark Blue,1500,Petrol,Toyota,27653,Yaris,Lahore,Automatic,1905,4350000
7652360,,Mini Van,Lahore,Diamond White,1000,Petrol,FAW,238746,X-PV,Punjab,Manual,1905,1200000
7824302,Imported,Sedan,Lahore,Black,1800,Petrol,Mercedes,140537,Benz,Lahore,Automatic,1905,6500000
7802050,Imported,SUV,Lahore,Bright Silver Metallic,1500,Petrol,Toyota,166250,Rush,Lahore,Automatic,1905,2450000
7876142,,Sedan,Lahore,Solid Black,85,,Tesla,42486,Model,Lahore,Automatic,1905,16800000
7911616,Imported,Hatchback,Lahore,Yellow,660,Petrol,Daihatsu,114068,Mira,Lahore,Automatic,1905,2200000
7799057,,Sedan,Lahore,White,1500,Petrol,Honda,56649,Civic,Lahore,Automatic,1905,5500000
7874229,Imported,Crossover,Lahore,Brown,1500,Petrol,Honda,67747,Vezel,Islamabad,Automatic,1905,7200000
7818868,,Crossover,Lahore,Clear White,1199,Petrol,Peugeot,17807,2008,Punjab,Automatic,1905,6500000
7730830,Imported,SUV,Lahore,White,4000,Petrol,Toyota,207855,Prado,Islamabad,Automatic,1905,11000000
7826640,,Sedan,Lahore,Crystal Black,1500,Petrol,Honda,153326,Civic,Lahore,Automatic,1905,1570000
7922843,,Hatchback,Karachi,Solid White,796,Petrol,Suzuki,63400,Mehran,Sindh,Manual,1905,1250000
7918654,,Sedan,Lahore,White,1300,Petrol,Toyota,71250,Corolla,Lahore,Automatic,1905,4290000
7928980,,,Peshawar,White,800,,Suzuki,41000,Ravi,Peshawar,Manual,1905,1350000
7922860,,Hatchback,Faisalabad,Silver,1000,Petrol,Suzuki,18000,Cultus,Islamabad,Manual,1905,990000
7928979,,Sedan,Islamabad,Taffeta White,1800,Petrol,Honda,28000,Civic,Islamabad,Automatic,1905,7000000
7922864,,Hatchback,Karachi,Blue,1000,Petrol,Suzuki,12345,Alto,Karachi,Manual,1905,665000
7928981,,Hatchback,Bahawalpur,Solid White,1242,Petrol,Suzuki,300,Swift,Un-Registered,Automatic,,4850000
7928983,,Double Cabin,Gujranwala,White,2800,Diesel,Toyota,34100,Hilux,Punjab,Automatic,1905,13000000
7928830,Imported,SUV,Lahore,White,4200,Diesel,Toyota,235000,Land,Punjab,Automatic,1905,12000000
7914292,,Sedan,Lahore,Urban Titanium,1300,Petrol,Honda,159095,City,Lahore,Automatic,1905,4000000
7917293,,Hatchback,Islamabad,Grey,1000,Petrol,Suzuki,6200,Wagon,Islamabad,Manual,1905,3120000
7795246,,Sedan,Lahore,Crystal Black,1800,Petrol,Honda,76000,Civic,Lahore,Automatic,1905,5100000
7928984,,Sedan,Lahore,Attitude Black,1300,Petrol,Toyota,35600,Yaris,Punjab,Automatic,1905,4350000
7924998,,Double Cabin,Islamabad,Attitude Black,2800,Diesel,Toyota,67500,Hilux,Islamabad,Automatic,1905,11400000
7892755,Imported,Sedan,Mardan,White,2500,Petrol,Toyota,120000,Mark,Islamabad,Automatic,1905,4350000
7919651,,Sedan,Islamabad,White,1300,Petrol,Toyota,90000,Corolla,Punjab,Automatic,1905,4250000
7915358,,Hatchback,Islamabad,Silky Silver,1300,Petrol,Suzuki,103000,Swift,Islamabad,Manual,1905,2055000
7913488,,Sedan,Lahore,Black,1800,Petrol,Toyota,11500,Corolla,Islamabad,Automatic,1905,7330000
7726408,,Hatchback,Gujranwala,Silver,800,Petrol,Suzuki,65000,Mehran,Lahore,Manual,1905,1200000
7914085,,Hatchback,Karachi,Solid White,1000,Petrol,Suzuki,13000,Wagon,Karachi,Automatic,1905,3175000
7880787,,Sedan,Lahore,White,1800,Petrol,Toyota,68000,Corolla,Lahore,Automatic,1905,4595000
7897222,,Sedan,Karachi,White,1800,Petrol,Toyota,80000,Corolla,Karachi,Automatic,1905,4600000
7891468,Imported,Crossover,Karachi,Black,1500,Hybrid,Honda,85000,Vezel,Karachi,Automatic,1905,
7750656,Imported,Crossover,Lahore,Grey,1800,Hybrid,Toyota,84887,C-HR,Un-Registered,Automatic,1905,8500000
7910359,,Sedan,Lahore,White,1800,Petrol,Toyota,92031,Corolla,Punjab,Automatic,1905,5500000
7925472,,Hatchback,Islamabad,White,800,Petrol,Suzuki,1234,Mehran,Lahore,Manual,1905,590000
7928969,Imported,Sedan,Lahore,Silver Metallic,1800,Hybrid,Toyota,138000,Prius,Lahore,Automatic,1905,4300000
7925461,,,Islamabad,White,800,Petrol,Suzuki,65000,Bolan,Islamabad,Manual,1905,900000
7928970,Imported,Hatchback,Karachi,Pink,660,Petrol,Daihatsu,86000,Mira,Karachi,Automatic,1905,1985000
7928971,,Sedan,Karachi,Grey,1300,Petrol,Suzuki,150000,Baleno,Sindh,Manual,1905,710000
7754526,Imported,Double Cabin,Karachi,Brown,5700,Petrol,Toyota,3,Tundra,Sindh,Automatic,1905,26500000
7924492,,Sedan,Peshawar,Green,1300,,Suzuki,65000,Margalla,Islamabad,Manual,1905,670000
7928973,,Sedan,Lahore,Taffeta White,1500,Petrol,Honda,115000,City,Lahore,Manual,1905,3470000
7928965,,Hatchback,Karachi,Silver Metallic,800,Petrol,Suzuki,12521,Mehran,Karachi,Manual,1905,590000
7928972,,Sedan,Karachi,White,1800,Petrol,Toyota,60000,Corolla,Karachi,Automatic,1905,4750000
7924359,Imported,Sedan,Mardan,Green,1300,Petrol,Toyota,123456,Corolla,Islamabad,Automatic,1905,2330000
7712403,Imported,Station Wagon,Karachi,White,1300,Petrol,Nissan,100000,AD,Sindh,Automatic,1905,1400000
7928974,,Hatchback,Hyderabad,Solid White,1000,Petrol,Suzuki,58000,Cultus,Hyderabad,Manual,1905,880000
7928976,Imported,Crossover,Phalia,Turquoise,3500,Diesel,Mazda,100000,Cx3,Mandi bahauddin,Manual,1905,2700000
7922879,,Hatchback,Karachi,White,800,Petrol,Daihatsu,12345,Cuore,Karachi,Manual,1905,565000
7922908,,Mini Van,Chowk,Solid White,800,Petrol,Suzuki,12345,Bolan,Punjab,Manual,1905,650000
7891643,,SUV,Faisalabad,Quartz Black,1500,Petrol,Proton,13481,X70,Islamabad,Automatic,1905,8100000
7888687,,Sedan,Faisalabad,Alabaster Silver,1500,Petrol,Honda,158994,Civic,Sindh,Automatic,1905,1400000
7910765,,SUV,Faisalabad,Super White,2800,Diesel,Toyota,28107,Fortuner,Islamabad,Automatic,1905,18000000
7921275,,Sedan,Karachi,Silver,1500,Petrol,Honda,66000,City,Karachi,Automatic,1905,3975000
7907706,Imported,Hatchback,Lahore,Silver,660,Petrol,Daihatsu,23510,Move,Un-Registered,Automatic,1905,3590000
7894570,Imported,Hatchback,Lahore,Silver,660,Petrol,Daihatsu,47499,Move,Un-Registered,Automatic,1905,3850000
7678991,,Pick Up,Rawalpindi,White,1000,Petrol,FAW,100000,Carrier,Rawalpindi,Manual,1905,1100000
7904647,Imported,Hatchback,Lahore,Smart Black,660,Petrol,Honda,14641,N,Un-Registered,Automatic,1905,3890000
7885236,,Sedan,Karachi,White,1300,Petrol,Toyota,5000,Yaris,Karachi,Automatic,1905,4300000
7904640,,Sedan,Islamabad,Silver,1600,Petrol,Toyota,127000,Corolla,Lahore,Automatic,1905,2695000
7853718,,Hatchback,Faisalabad,White,1000,Petrol,Suzuki,52269,Cultus,Punjab,Manual,1905,3200000
7925613,,SUV,Multan,White,2000,Petrol,Hyundai,19000,Tucson,Islamabad,Automatic,1905,9000000
7925580,,,Lahore,White,3000,Petrol,Toyota,123456,Hiace,Lahore,Manual,,1100000
7925566,,Hatchback,Jhelum,Grey,1000,Petrol,Suzuki,2222,Khyber,Lahore,Manual,1905,340000
7928968,,Sedan,Lahore,White,1800,Petrol,Honda,55000,Civic,Lahore,Automatic,1905,6500000
7744563,,Hatchback,Lahore,Solid White,660,Petrol,Suzuki,15084,Alto,Islamabad,Automatic,1905,2900000
7925510,,Sedan,Gujranwala,White,1800,Petrol,Honda,150000,Civic,Lahore,Manual,1905,3000000
7907382,Imported,Hatchback,Lahore,White,659,Hybrid,Nissan,3600,Dayz,Un-Registered,Automatic,1905,3950000
7835471,,SUV,Faisalabad,Super White,2700,Petrol,Toyota,84398,Fortuner,Lahore,Automatic,1905,7500000
7907393,Imported,Hatchback,Lahore,Blue,659,Petrol,Nissan,14252,Dayz,Un-Registered,Automatic,1905,3890000
7721948,,Sedan,Faisalabad,,1800,Petrol,Honda,181828,Civic,Islamabad,Automatic,1905,2300000
7713304,,Hatchback,Faisalabad,White,1000,Petrol,Suzuki,56518,Cultus,Faisalabad,Manual,1905,800000
7718058,,Sedan,Faisalabad,Silver Metallic,1300,Petrol,Toyota,164651,Corolla,Lahore,Manual,1905,3400000
7725646,,Hatchback,Faisalabad,Clear White,998,Petrol,KIA,36880,Picanto,Sindh,Manual,1905,2725000
7909917,Imported,Crossover,Faisalabad,White,1500,Hybrid,Honda,54746,Vezel,Islamabad,Automatic,1905,8100000
7791634,Imported,Sedan,Faisalabad,Silver,1800,Petrol,Mercedes,286824,Benz,Lahore,Automatic,1905,3100000
7877350,Imported,Hatchback,Faisalabad,,1000,Petrol,Toyota,211448,Vitz,Faisalabad,Automatic,1905,2250000
7872255,Imported,Hatchback,Lahore,Black,660,Petrol,Daihatsu,130000,Move,Lahore,Automatic,1905,2430000
7914344,,Hatchback,Faisalabad,Clear White,998,Petrol,KIA,32,Picanto,Un-Registered,Manual,1905,3250000
7924958,Imported,Hatchback,Bahawalpur,White,660,Petrol,Daihatsu,120000,Mira,Sindh,Automatic,1905,2150000
7366344,,Hatchback,Karachi,White,660,Petrol,Suzuki,12000,Alto,Karachi,Manual,1905,2550000
7869891,,Sedan,Lahore,Blue,1400,Petrol,Audi,47792,A5,Lahore,Automatic,1905,18500000
7700892,,Sedan,Lahore,,1300,Petrol,Suzuki,198151,Baleno,Lahore,Manual,1905,890000
7883773,,Hatchback,Lahore,Graphite Grey,660,Petrol,Suzuki,7834,Alto,Lahore,Manual,1905,2450000
7765357,Imported,,Lahore,Red,660,Hybrid,Nissan,34000,Dayz,Punjab,Automatic,1905,3890000
7669775,,Sedan,Lahore,Crystal Black Pearl,1500,Petrol,Honda,145277,City,Lahore,Automatic,1905,3350000
7880447,,Sedan,Faisalabad,White,1300,Petrol,Toyota,341960,Corolla,Faisalabad,Manual,1905,1850000
7913454,,Sedan,Karachi,Silver Metallic,1300,Petrol,Toyota,35906,Corolla,Sindh,Automatic,1905,4000000
7925862,,Hatchback,Lahore,White,1300,Petrol,Suzuki,103000,Swift,Lahore,Manual,1905,1830000
7925926,,Sedan,Lahore,Super White,1300,Petrol,Toyota,123456,Corolla,Sindh,Manual,1905,1450000
7928960,,,Islamabad,White,1300,Petrol,Suzuki,212345,Liana,Islamabad,Manual,1905,1150000
7735781,,Hatchback,Lahore,Solid White,1000,Petrol,Suzuki,31530,Wagon,Punjab,Manual,1905,3250000
7676119,Imported,,Lahore,White,1500,Petrol,Toyota,247996,Lite,Islamabad,Automatic,1905,2000000
7641845,,Hatchback,Lahore,Silky Silver,660,Petrol,Suzuki,59908,Alto,Lahore,Automatic,1905,2750000
7715107,,MPV,Lahore,Crystal Black Pearl,1500,Petrol,Honda,47553,BR-V,Lahore,Automatic,1905,5000000
7928961,,Hatchback,Rawalpindi,White,1000,Petrol,Suzuki,50000,Cultus,Rawalpindi,Manual,1905,2850000
7925844,,Sedan,Faisalabad,Black,2000,Diesel,Toyota,123456,Corolla,Lahore,Manual,1905,1260000
7925815,,MPV,Lahore,White,1500,Petrol,Honda,68288,BR-V,Lahore,Automatic,1905,4275000
7925770,Imported,Sedan,Lahore,White,1300,Petrol,Honda,2,City,Lahore,Manual,1905,995000
7925709,,Hatchback,Lahore,White,1000,Petrol,Suzuki,135000,Cultus,Punjab,Manual,1905,750000
7928962,,Sedan,Islamabad,Crystal Black Pearl,1300,Petrol,Honda,110000,City,Islamabad,Manual,1905,2500000
7928964,Imported,Hatchback,Faisalabad,White,1000,Petrol,Daihatsu,8000,Charade,Karachi,Manual,,650000
7925683,,Hatchback,Karachi,Snow White Pearl,800,Petrol,Suzuki,65000,Mehran,Sindh,Manual,1905,435000
7884296,,Sedan,Karachi,,1600,Petrol,Toyota,15756,Corolla,Karachi,Automatic,1905,5000000
7921020,,Sedan,Karachi,Attitude Black,1300,Petrol,Toyota,90520,Corolla,Karachi,Automatic,1905,4350000
7855320,Imported,Hatchback,Lahore,Black,660,Petrol,Daihatsu,83465,Move,Un-Registered,Automatic,1905,3590000
7921410,Imported,Hatchback,Karachi,Silver,659,Petrol,Nissan,14694,Dayz,Un-Registered,Automatic,1905,3950000
7907725,Imported,Hatchback,Lahore,Unique Orange,660,Petrol,Daihatsu,77450,Move,Un-Registered,Automatic,1905,3650000
7797979,,Mini Van,Faisalabad,White,999,Petrol,Changan,6495,Karvaan,Punjab,Manual,1905,2850000
7755612,,Hatchback,Faisalabad,White,1000,Petrol,Suzuki,111154,Cultus,Lahore,Manual,1905,2800000
7773763,,SUV,Faisalabad,Black Diamond Metallic,1999,Petrol,Hyundai,14882,Tucson,Islamabad,Automatic,1905,8595000
7894559,Imported,Hatchback,Lahore,Fire Quartz Red,660,Petrol,Daihatsu,22517,Move,Un-Registered,Automatic,1905,3850000
7806304,,Hatchback,Faisalabad,Solid White,660,Petrol,Suzuki,16594,Alto,Punjab,Manual,1905,2575000
7928938,Imported,Crossover,Attock,White,1500,Petrol,Honda,62500,Vezel,Islamabad,Automatic,1905,7050000
7891216,,Sedan,Lahore,White,1300,Petrol,Toyota,99571,Corolla,Lahore,Automatic,1905,4250000
7928939,,Sedan,Sargodha,Attitude Black,1300,Petrol,Toyota,70000,Corolla,Lahore,Manual,1905,2800000
7812361,,Sedan,Islamabad,White,1500,Petrol,Honda,22000,Civic,Islamabad,Automatic,1905,8300000
7917569,,SUV,Islamabad,Black,2800,Diesel,Toyota,57000,Fortuner,Islamabad,Automatic,1905,18500000
7928942,,Hatchback,Islamabad,Solid White,796,Petrol,Suzuki,48000,Mehran,Islamabad,Manual,1905,1400000
